"slug","pokeapi_id","name","category","sprite_available","game_key"
"medicinepocket","1008","Medicine Pocket","unused","false","medicinepocket"
"candyjar","1009","Candy Jar","unused","false","candyjar"
"poweruppocket","1010","Power-Up Pocket","unused","false","poweruppocket"
"clothingtrunk","1011","Clothing Trunk","unused","false","clothingtrunk"
"catchingpocket","1012","Catching Pocket","unused","false","catchingpocket"
"battlepocket","1013","Battle Pocket","unused","false","battlepocket"
"silverrazzberry","1014","Silver Razz Berry","catching-bonus","false","silverrazzberry"
"goldenrazzberry","1015","Golden Razz Berry","catching-bonus","false","goldenrazzberry"
"silvernanabberry","1016","Silver Nanab Berry","catching-bonus","false","silvernanabberry"
"goldennanabberry","1017","Golden Nanab Berry","catching-bonus","false","goldennanabberry"
"silverpinapberry","1018","Silver Pinap Berry","catching-bonus","false","silverpinapberry"
"goldenpinapberry","1019","Golden Pinap Berry","catching-bonus","false","goldenpinapberry"
"secretkeyletsgo","1020","Secret Key","plot-advancement","false","secretkeyletsgo"
"ssticketletsgo","1021","S.S. Ticket","plot-advancement","false","ssticketletsgo"
"parcelletsgo","1022","Parcel","plot-advancement","false","parcelletsgo"
"cardkeyletsgo","1023","Card Key","plot-advancement","false","cardkeyletsgo"
"stretchyspring","1024","Stretchy Spring","loot","false","stretchyspring"
"chalkystone","1025","Chalky Stone","loot","false","chalkystone"
"marble","1026","Marble","loot","false","marble"
"loneearring","1027","Lone Earring","loot","false","loneearring"
"beachglass","1028","Beach Glass","loot","false","beachglass"
"goldleaf","1029","Gold Leaf","loot","false","goldleaf"
"silverleaf","1030","Silver Leaf","loot","false","silverleaf"
"polishedmudball","1031","Polished Mud Ball","loot","false","polishedmudball"
"tropicalshell","1032","Tropical Shell","loot","false","tropicalshell"
"leafletterpikachu","1033","Leaf Letter","loot","false","leafletterpikachu"
"leaflettereevee","1034","Leaf Letter","loot","false","leaflettereevee"
"smallbouquet","1035","Small Bouquet","loot","false","smallbouquet"
"lure","1036","Lure","spelunking","false","lure"
"superlure","1037","Super Lure","spelunking","false","superlure"
"maxlure","1038","Max Lure","spelunking","false","maxlure"
"pewtercrunchies","1039","Pewter Crunchies","status-cures","false","pewtercrunchies"
"healthcandy","1040","Health Candy","vitamins","false","healthcandy"
"mightycandy","1041","Mighty Candy","vitamins","false","mightycandy"
"toughcandy","1042","Tough Candy","vitamins","false","toughcandy"
"smartcandy","1043","Smart Candy","vitamins","false","smartcandy"
"couragecandy","1044","Courage Candy","vitamins","false","couragecandy"
"quickcandy","1045","Quick Candy","vitamins","false","quickcandy"
"healthcandyl","1046","Health Candy L","vitamins","false","healthcandyl"
"mightycandyl","1047","Mighty Candy L","vitamins","false","mightycandyl"
"toughcandyl","1048","Tough Candy L","vitamins","false","toughcandyl"
"smartcandyl","1049","Smart Candy L","vitamins","false","smartcandyl"
"couragecandyl","1050","Courage Candy L","vitamins","false","couragecandyl"
"quickcandyl","1051","Quick Candy L","vitamins","false","quickcandyl"
"healthcandyxl","1052","Health Candy XL","vitamins","false","healthcandyxl"
"mightycandyxl","1053","Mighty Candy XL","vitamins","false","mightycandyxl"
"toughcandyxl","1054","Tough Candy XL","vitamins","false","toughcandyxl"
"smartcandyxl","1055","Smart Candy XL","vitamins","false","smartcandyxl"
"couragecandyxl","1056","Courage Candy XL","vitamins","false","couragecandyxl"
"quickcandyxl","1057","Quick Candy XL","vitamins","false","quickcandyxl"
"bulbasaurcandy","1058","Bulbasaur Candy","species-candies","false","bulbasaurcandy"
"charmandercandy","1059","Charmander Candy","species-candies","false","charmandercandy"
"squirtlecandy","1060","Squirtle Candy","species-candies","false","squirtlecandy"
"caterpiecandy","1061","Caterpie Candy","species-candies","false","caterpiecandy"
"weedlecandy","1062","Weedle Candy","species-candies","false","weedlecandy"
"pidgeycandy","1063","Pidgey Candy","species-candies","false","pidgeycandy"
"rattatacandy","1064","Rattata Candy","species-candies","false","rattatacandy"
"spearowcandy","1065","Spearow Candy","species-candies","false","spearowcandy"
"ekanscandy","1066","Ekans Candy","species-candies","false","ekanscandy"
"pikachucandy","1067","Pikachu Candy","species-candies","false","pikachucandy"
"sandshrewcandy","1068","Sandshrew Candy","species-candies","false","sandshrewcandy"
"nidoranfcandy","1069","Nidoran♀ Candy","species-candies","false","nidoranfcandy"
"nidoranmcandy","1070","Nidoran♂ Candy","species-candies","false","nidoranmcandy"
"clefairycandy","1071","Clefairy Candy","species-candies","false","clefairycandy"
"vulpixcandy","1072","Vulpix Candy","species-candies","false","vulpixcandy"
"jigglypuffcandy","1073","Jigglypuff Candy","species-candies","false","jigglypuffcandy"
"zubatcandy","1074","Zubat Candy","species-candies","false","zubatcandy"
"oddishcandy","1075","Oddish Candy","species-candies","false","oddishcandy"
"parascandy","1076","Paras Candy","species-candies","false","parascandy"
"venonatcandy","1077","Venonat Candy","species-candies","false","venonatcandy"
"diglettcandy","1078","Diglett Candy","species-candies","false","diglettcandy"
"meowthcandy","1079","Meowth Candy","species-candies","false","meowthcandy"
"psyduckcandy","1080","Psyduck Candy","species-candies","false","psyduckcandy"
"mankeycandy","1081","Mankey Candy","species-candies","false","mankeycandy"
"growlithecandy","1082","Growlithe Candy","species-candies","false","growlithecandy"
"poliwagcandy","1083","Poliwag Candy","species-candies","false","poliwagcandy"
"abracandy","1084","Abra Candy","species-candies","false","abracandy"
"machopcandy","1085","Machop Candy","species-candies","false","machopcandy"
"bellsproutcandy","1086","Bellsprout Candy","species-candies","false","bellsproutcandy"
"tentacoolcandy","1087","Tentacool Candy","species-candies","false","tentacoolcandy"
"geodudecandy","1088","Geodude Candy","species-candies","false","geodudecandy"
"ponytacandy","1089","Ponyta Candy","species-candies","false","ponytacandy"
"slowpokecandy","1090","Slowpoke Candy","species-candies","false","slowpokecandy"
"magnemitecandy","1091","Magnemite Candy","species-candies","false","magnemitecandy"
"farfetchdcandy","1092","Farfetch’d Candy","species-candies","false","farfetchdcandy"
"doduocandy","1093","Doduo Candy","species-candies","false","doduocandy"
"seelcandy","1094","Seel Candy","species-candies","false","seelcandy"
"grimercandy","1095","Grimer Candy","species-candies","false","grimercandy"
"shelldercandy","1096","Shellder Candy","species-candies","false","shelldercandy"
"gastlycandy","1097","Gastly Candy","species-candies","false","gastlycandy"
"onixcandy","1098","Onix Candy","species-candies","false","onixcandy"
"drowzeecandy","1099","Drowzee Candy","species-candies","false","drowzeecandy"
"krabbycandy","1100","Krabby Candy","species-candies","false","krabbycandy"
"voltorbcandy","1101","Voltorb Candy","species-candies","false","voltorbcandy"
"exeggcutecandy","1102","Exeggcute Candy","species-candies","false","exeggcutecandy"
"cubonecandy","1103","Cubone Candy","species-candies","false","cubonecandy"
"hitmonleecandy","1104","Hitmonlee Candy","species-candies","false","hitmonleecandy"
"hitmonchancandy","1105","Hitmonchan Candy","species-candies","false","hitmonchancandy"
"lickitungcandy","1106","Lickitung Candy","species-candies","false","lickitungcandy"
"koffingcandy","1107","Koffing Candy","species-candies","false","koffingcandy"
"rhyhorncandy","1108","Rhyhorn Candy","species-candies","false","rhyhorncandy"
"chanseycandy","1109","Chansey Candy","species-candies","false","chanseycandy"
"tangelacandy","1110","Tangela Candy","species-candies","false","tangelacandy"
"kangaskhancandy","1111","Kangaskhan Candy","species-candies","false","kangaskhancandy"
"horseacandy","1112","Horsea Candy","species-candies","false","horseacandy"
"goldeencandy","1113","Goldeen Candy","species-candies","false","goldeencandy"
"staryucandy","1114","Staryu Candy","species-candies","false","staryucandy"
"mrmimecandy","1115","Mr. Mime Candy","species-candies","false","mrmimecandy"
"scythercandy","1116","Scyther Candy","species-candies","false","scythercandy"
"jynxcandy","1117","Jynx Candy","species-candies","false","jynxcandy"
"electabuzzcandy","1118","Electabuzz Candy","species-candies","false","electabuzzcandy"
"pinsircandy","1119","Pinsir Candy","species-candies","false","pinsircandy"
"tauroscandy","1120","Tauros Candy","species-candies","false","tauroscandy"
"magikarpcandy","1121","Magikarp Candy","species-candies","false","magikarpcandy"
"laprascandy","1122","Lapras Candy","species-candies","false","laprascandy"
"dittocandy","1123","Ditto Candy","species-candies","false","dittocandy"
"eeveecandy","1124","Eevee Candy","species-candies","false","eeveecandy"
"porygoncandy","1125","Porygon Candy","species-candies","false","porygoncandy"
"omanytecandy","1126","Omanyte Candy","species-candies","false","omanytecandy"
"kabutocandy","1127","Kabuto Candy","species-candies","false","kabutocandy"
"aerodactylcandy","1128","Aerodactyl Candy","species-candies","false","aerodactylcandy"
"snorlaxcandy","1129","Snorlax Candy","species-candies","false","snorlaxcandy"
"articunocandy","1130","Articuno Candy","species-candies","false","articunocandy"
"zapdoscandy","1131","Zapdos Candy","species-candies","false","zapdoscandy"
"moltrescandy","1132","Moltres Candy","species-candies","false","moltrescandy"
"dratinicandy","1133","Dratini Candy","species-candies","false","dratinicandy"
"mewtwocandy","1134","Mewtwo Candy","species-candies","false","mewtwocandy"
"mewcandy","1135","Mew Candy","species-candies","false","mewcandy"
"meltancandy","1136","Meltan Candy","species-candies","false","meltancandy"
"magmarcandy","1137","Magmar Candy","species-candies","false","magmarcandy"
"endorsement","1138","Endorsement","plot-advancement","false","endorsement"
"pokemonboxlink","1139","Pokémon Box Link","gameplay","false","pokemonboxlink"
"wishingstar","1140","Wishing Star","plot-advancement","false","wishingstar"
"dynamaxband","1141","Dynamax Band","plot-advancement","false","dynamaxband"
"fishingrodgalar","1142","Fishing Rod","gameplay","false","fishingrodgalar"
"rotombike","1143","Rotom Bike","gameplay","false","rotombike"
"sausages","1144","Sausages","curry-ingredients","false","sausages"
"bobsfoodtin","1145","Bob’s Food Tin","curry-ingredients","false","bobsfoodtin"
"bachsfoodtin","1146","Bach’s Food Tin","curry-ingredients","false","bachsfoodtin"
"tinofbeans","1147","Tin of Beans","curry-ingredients","false","tinofbeans"
"bread","1148","Bread","curry-ingredients","false","bread"
"pasta","1149","Pasta","curry-ingredients","false","pasta"
"mixedmushrooms","1150","Mixed Mushrooms","curry-ingredients","false","mixedmushrooms"
"smokepoketail","1151","Smoke-Poke Tail","curry-ingredients","false","smokepoketail"
"largeleek","1152","Large Leek","curry-ingredients","false","largeleek"
"fancyapple","1153","Fancy Apple","curry-ingredients","false","fancyapple"
"brittlebones","1154","Brittle Bones","curry-ingredients","false","brittlebones"
"packofpotatoes","1155","Pack of Potatoes","curry-ingredients","false","packofpotatoes"
"pungentroot","1156","Pungent Root","curry-ingredients","false","pungentroot"
"saladmix","1157","Salad Mix","curry-ingredients","false","saladmix"
"friedfood","1158","Fried Food","curry-ingredients","false","friedfood"
"boiledegg","1159","Boiled Egg","curry-ingredients","false","boiledegg"
"campinggear","1160","Camping Gear","gameplay","false","campinggear"
"rustedsword","1161","Rusted Sword","species-specific","false","rustedsword"
"rustedshield","1162","Rusted Shield","species-specific","false","rustedshield"
"fossilizedbird","1163","Fossilized Bird","dex-completion","false","fossilizedbird"
"fossilizedfish","1164","Fossilized Fish","dex-completion","false","fossilizedfish"
"fossilizeddrake","1165","Fossilized Drake","dex-completion","false","fossilizeddrake"
"fossilizeddino","1166","Fossilized Dino","dex-completion","false","fossilizeddino"
"strawberrysweet","1167","Strawberry Sweet","evolution","false","strawberrysweet"
"lovesweet","1168","Love Sweet","evolution","false","lovesweet"
"berrysweet","1169","Berry Sweet","evolution","false","berrysweet"
"cloversweet","1170","Clover Sweet","evolution","false","cloversweet"
"flowersweet","1171","Flower Sweet","evolution","false","flowersweet"
"starsweet","1172","Star Sweet","evolution","false","starsweet"
"ribbonsweet","1173","Ribbon Sweet","evolution","false","ribbonsweet"
"sweetapple","1174","Sweet Apple","evolution","false","sweetapple"
"tartapple","1175","Tart Apple","evolution","false","tartapple"
"throatspray","1176","Throat Spray","held-items","false","throatspray"
"ejectpack","1177","Eject Pack","held-items","false","ejectpack"
"heavydutyboots","1178","Heavy-Duty Boots","held-items","false","heavydutyboots"
"blunderpolicy","1179","Blunder Policy","held-items","false","blunderpolicy"
"roomservice","1180","Room Service","held-items","false","roomservice"
"utilityumbrella","1181","Utility Umbrella","held-items","false","utilityumbrella"
"expcandyxs","1182","Exp. Candy XS","vitamins","false","expcandyxs"
"expcandys","1183","Exp. Candy S","vitamins","false","expcandys"
"expcandym","1184","Exp. Candy M","vitamins","false","expcandym"
"expcandyl","1185","Exp. Candy L","vitamins","false","expcandyl"
"expcandyxl","1186","Exp. Candy XL","vitamins","false","expcandyxl"
"dynamaxcandy","1187","Dynamax Candy","vitamins","false","dynamaxcandy"
"tr00","1188","TR00","all-machines","false","tr00"
"tr01","1189","TR01","all-machines","false","tr01"
"tr02","1190","TR02","all-machines","false","tr02"
"tr03","1191","TR03","all-machines","false","tr03"
"tr04","1192","TR04","all-machines","false","tr04"
"tr05","1193","TR05","all-machines","false","tr05"
"tr06","1194","TR06","all-machines","false","tr06"
"tr07","1195","TR07","all-machines","false","tr07"
"tr08","1196","TR08","all-machines","false","tr08"
"tr09","1197","TR09","all-machines","false","tr09"
"tr10","1198","TR10","all-machines","false","tr10"
"tr11","1199","TR11","all-machines","false","tr11"
"tr12","1200","TR12","all-machines","false","tr12"
"tr13","1201","TR13","all-machines","false","tr13"
"tr14","1202","TR14","all-machines","false","tr14"
"tr15","1203","TR15","all-machines","false","tr15"
"tr16","1204","TR16","all-machines","false","tr16"
"tr17","1205","TR17","all-machines","false","tr17"
"tr18","1206","TR18","all-machines","false","tr18"
"tr19","1207","TR19","all-machines","false","tr19"
"tr20","1208","TR20","all-machines","false","tr20"
"tr21","1209","TR21","all-machines","false","tr21"
"tr22","1210","TR22","all-machines","false","tr22"
"tr23","1211","TR23","all-machines","false","tr23"
"tr24","1212","TR24","all-machines","false","tr24"
"tr25","1213","TR25","all-machines","false","tr25"
"tr26","1214","TR26","all-machines","false","tr26"
"tr27","1215","TR27","all-machines","false","tr27"
"tr28","1216","TR28","all-machines","false","tr28"
"tr29","1217","TR29","all-machines","false","tr29"
"tr30","1218","TR30","all-machines","false","tr30"
"tr31","1219","TR31","all-machines","false","tr31"
"tr32","1220","TR32","all-machines","false","tr32"
"tr33","1221","TR33","all-machines","false","tr33"
"tr34","1222","TR34","all-machines","false","tr34"
"tr35","1223","TR35","all-machines","false","tr35"
"tr36","1224","TR36","all-machines","false","tr36"
"tr37","1225","TR37","all-machines","false","tr37"
"tr38","1226","TR38","all-machines","false","tr38"
"tr39","1227","TR39","all-machines","false","tr39"
"tr40","1228","TR40","all-machines","false","tr40"
"tr41","1229","TR41","all-machines","false","tr41"
"tr42","1230","TR42","all-machines","false","tr42"
"tr43","1231","TR43","all-machines","false","tr43"
"tr44","1232","TR44","all-machines","false","tr44"
"tr45","1233","TR45","all-machines","false","tr45"
"tr46","1234","TR46","all-machines","false","tr46"
"tr47","1235","TR47","all-machines","false","tr47"
"tr48","1236","TR48","all-machines","false","tr48"
"tr49","1237","TR49","all-machines","false","tr49"
"tr50","1238","TR50","all-machines","false","tr50"
"tr51","1239","TR51","all-machines","false","tr51"
"tr52","1240","TR52","all-machines","false","tr52"
"tr53","1241","TR53","all-machines","false","tr53"
"tr54","1242","TR54","all-machines","false","tr54"
"tr55","1243","TR55","all-machines","false","tr55"
"tr56","1244","TR56","all-machines","false","tr56"
"tr57","1245","TR57","all-machines","false","tr57"
"tr58","1246","TR58","all-machines","false","tr58"
"tr59","1247","TR59","all-machines","false","tr59"
"tr60","1248","TR60","all-machines","false","tr60"
"tr61","1249","TR61","all-machines","false","tr61"
"tr62","1250","TR62","all-machines","false","tr62"
"tr63","1251","TR63","all-machines","false","tr63"
"tr64","1252","TR64","all-machines","false","tr64"
"tr65","1253","TR65","all-machines","false","tr65"
"tr66","1254","TR66","all-machines","false","tr66"
"tr67","1255","TR67","all-machines","false","tr67"
"tr68","1256","TR68","all-machines","false","tr68"
"tr69","1257","TR69","all-machines","false","tr69"
"tr70","1258","TR70","all-machines","false","tr70"
"tr71","1259","TR71","all-machines","false","tr71"
"tr72","1260","TR72","all-machines","false","tr72"
"tr73","1261","TR73","all-machines","false","tr73"
"tr74","1262","TR74","all-machines","false","tr74"
"tr75","1263","TR75","all-machines","false","tr75"
"tr76","1264","TR76","all-machines","false","tr76"
"tr77","1265","TR77","all-machines","false","tr77"
"tr78","1266","TR78","all-machines","false","tr78"
"tr79","1267","TR79","all-machines","false","tr79"
"tr80","1268","TR80","all-machines","false","tr80"
"tr81","1269","TR81","all-machines","false","tr81"
"tr82","1270","TR82","all-machines","false","tr82"
"tr83","1271","TR83","all-machines","false","tr83"
"tr84","1272","TR84","all-machines","false","tr84"
"tr85","1273","TR85","all-machines","false","tr85"
"tr86","1274","TR86","all-machines","false","tr86"
"tr87","1275","TR87","all-machines","false","tr87"
"tr88","1276","TR88","all-machines","false","tr88"
"tr89","1277","TR89","all-machines","false","tr89"
"tr90","1278","TR90","all-machines","false","tr90"
"tr91","1279","TR91","all-machines","false","tr91"
"tr92","1280","TR92","all-machines","false","tr92"
"tr93","1281","TR93","all-machines","false","tr93"
"tr94","1282","TR94","all-machines","false","tr94"
"tr95","1283","TR95","all-machines","false","tr95"
"tr96","1284","TR96","all-machines","false","tr96"
"tr97","1285","TR97","all-machines","false","tr97"
"tr98","1286","TR98","all-machines","false","tr98"
"tr99","1287","TR99","all-machines","false","tr99"
"tm00","1288","TM00","all-machines","true","tm00"
"lonelymint","1289","Lonely Mint","nature-mints","false","lonelymint"
"adamantmint","1290","Adamant Mint","nature-mints","false","adamantmint"
"naughtymint","1291","Naughty Mint","nature-mints","false","naughtymint"
"bravemint","1292","Brave Mint","nature-mints","false","bravemint"
"boldmint","1293","Bold Mint","nature-mints","false","boldmint"
"impishmint","1294","Impish Mint","nature-mints","false","impishmint"
"laxmint","1295","Lax Mint","nature-mints","false","laxmint"
"relaxedmint","1296","Relaxed Mint","nature-mints","false","relaxedmint"
"modestmint","1297","Modest Mint","nature-mints","false","modestmint"
"mildmint","1298","Mild Mint","nature-mints","false","mildmint"
"rashmint","1299","Rash Mint","nature-mints","false","rashmint"
"quietmint","1300","Quiet Mint","nature-mints","false","quietmint"
"calmmint","1301","Calm Mint","nature-mints","false","calmmint"
"gentlemint","1302","Gentle Mint","nature-mints","false","gentlemint"
"carefulmint","1303","Careful Mint","nature-mints","false","carefulmint"
"sassymint","1304","Sassy Mint","nature-mints","false","sassymint"
"timidmint","1305","Timid Mint","nature-mints","false","timidmint"
"hastymint","1306","Hasty Mint","nature-mints","false","hastymint"
"jollymint","1307","Jolly Mint","nature-mints","false","jollymint"
"naivemint","1308","Naive Mint","nature-mints","false","naivemint"
"seriousmint","1309","Serious Mint","nature-mints","false","seriousmint"
"wishingpiece","1310","Wishing Piece","collectibles","false","wishingpiece"
"crackedpot","1311","Cracked Pot","evolution","false","crackedpot"
"chippedpot","1312","Chipped Pot","evolution","false","chippedpot"
"hitechearbuds","1313","Hi-tech Earbuds","gameplay","false","hitechearbuds"
"fruitbunch","1314","Fruit Bunch","curry-ingredients","false","fruitbunch"
"moomoocheese","1315","Moomoo Cheese","curry-ingredients","false","moomoocheese"
"spicemix","1316","Spice Mix","curry-ingredients","false","spicemix"
"freshcream","1317","Fresh Cream","curry-ingredients","false","freshcream"
"packagedcurry","1318","Packaged Curry","curry-ingredients","false","packagedcurry"
"coconutmilk","1319","Coconut Milk","curry-ingredients","false","coconutmilk"
"instantnoodles","1320","Instant Noodles","curry-ingredients","false","instantnoodles"
"precookedburger","1321","Precooked Burger","curry-ingredients","false","precookedburger"
"gigantamix","1322","Gigantamix","curry-ingredients","false","gigantamix"
"wishingchip","1323","Wishing Chip","unused","false","wishingchip"
"rotombikewatermode","1324","Rotom Bike","unused","false","rotombikewatermode"
"catchingcharm","1325","Catching Charm","gameplay","false","catchingcharm"
"oldletter","1326","Old Letter","plot-advancement","false","oldletter"
"bandautograph","1327","Band Autograph","unused","false","bandautograph"
"soniasbook","1328","Sonia’s Book","plot-advancement","false","soniasbook"
"rotomcatalog","1329","Rotom Catalog","gameplay","false","rotomcatalog"
"dynamaxcrystaland458","1330","★And458","dynamax-crystals","false","dynamaxcrystaland458"
"dynamaxcrystaland15","1331","★And15","dynamax-crystals","false","dynamaxcrystaland15"
"dynamaxcrystaland337","1332","★And337","dynamax-crystals","false","dynamaxcrystaland337"
"dynamaxcrystaland603","1333","★And603","dynamax-crystals","false","dynamaxcrystaland603"
"dynamaxcrystaland390","1334","★And390","dynamax-crystals","false","dynamaxcrystaland390"
"dynamaxcrystalsgr6879","1335","★Sgr6879","dynamax-crystals","false","dynamaxcrystalsgr6879"
"dynamaxcrystalsgr6859","1336","★Sgr6859","dynamax-crystals","false","dynamaxcrystalsgr6859"
"dynamaxcrystalsgr6913","1337","★Sgr6913","dynamax-crystals","false","dynamaxcrystalsgr6913"
"dynamaxcrystalsgr7348","1338","★Sgr7348","dynamax-crystals","false","dynamaxcrystalsgr7348"
"dynamaxcrystalsgr7121","1339","★Sgr7121","dynamax-crystals","false","dynamaxcrystalsgr7121"
"dynamaxcrystalsgr6746","1340","★Sgr6746","dynamax-crystals","false","dynamaxcrystalsgr6746"
"dynamaxcrystalsgr7194","1341","★Sgr7194","dynamax-crystals","false","dynamaxcrystalsgr7194"
"dynamaxcrystalsgr7337","1342","★Sgr7337","dynamax-crystals","false","dynamaxcrystalsgr7337"
"dynamaxcrystalsgr7343","1343","★Sgr7343","dynamax-crystals","false","dynamaxcrystalsgr7343"
"dynamaxcrystalsgr6812","1344","★Sgr6812","dynamax-crystals","false","dynamaxcrystalsgr6812"
"dynamaxcrystalsgr7116","1345","★Sgr7116","dynamax-crystals","false","dynamaxcrystalsgr7116"
"dynamaxcrystalsgr7264","1346","★Sgr7264","dynamax-crystals","false","dynamaxcrystalsgr7264"
"dynamaxcrystalsgr7597","1347","★Sgr7597","dynamax-crystals","false","dynamaxcrystalsgr7597"
"dynamaxcrystaldel7882","1348","★Del7882","dynamax-crystals","false","dynamaxcrystaldel7882"
"dynamaxcrystaldel7906","1349","★Del7906","dynamax-crystals","false","dynamaxcrystaldel7906"
"dynamaxcrystaldel7852","1350","★Del7852","dynamax-crystals","false","dynamaxcrystaldel7852"
"dynamaxcrystalpsc596","1351","★Psc596","dynamax-crystals","false","dynamaxcrystalpsc596"
"dynamaxcrystalpsc361","1352","★Psc361","dynamax-crystals","false","dynamaxcrystalpsc361"
"dynamaxcrystalpsc510","1353","★Psc510","dynamax-crystals","false","dynamaxcrystalpsc510"
"dynamaxcrystalpsc437","1354","★Psc437","dynamax-crystals","false","dynamaxcrystalpsc437"
"dynamaxcrystalpsc8773","1355","★Psc8773","dynamax-crystals","false","dynamaxcrystalpsc8773"
"dynamaxcrystallep1865","1356","★Lep1865","dynamax-crystals","false","dynamaxcrystallep1865"
"dynamaxcrystallep1829","1357","★Lep1829","dynamax-crystals","false","dynamaxcrystallep1829"
"dynamaxcrystalboo5340","1358","★Boo5340","dynamax-crystals","false","dynamaxcrystalboo5340"
"dynamaxcrystalboo5506","1359","★Boo5506","dynamax-crystals","false","dynamaxcrystalboo5506"
"dynamaxcrystalboo5435","1360","★Boo5435","dynamax-crystals","false","dynamaxcrystalboo5435"
"dynamaxcrystalboo5602","1361","★Boo5602","dynamax-crystals","false","dynamaxcrystalboo5602"
"dynamaxcrystalboo5733","1362","★Boo5733","dynamax-crystals","false","dynamaxcrystalboo5733"
"dynamaxcrystalboo5235","1363","★Boo5235","dynamax-crystals","false","dynamaxcrystalboo5235"
"dynamaxcrystalboo5351","1364","★Boo5351","dynamax-crystals","false","dynamaxcrystalboo5351"
"dynamaxcrystalhya3748","1365","★Hya3748","dynamax-crystals","false","dynamaxcrystalhya3748"
"dynamaxcrystalhya3903","1366","★Hya3903","dynamax-crystals","false","dynamaxcrystalhya3903"
"dynamaxcrystalhya3418","1367","★Hya3418","dynamax-crystals","false","dynamaxcrystalhya3418"
"dynamaxcrystalhya3482","1368","★Hya3482","dynamax-crystals","false","dynamaxcrystalhya3482"
"dynamaxcrystalhya3845","1369","★Hya3845","dynamax-crystals","false","dynamaxcrystalhya3845"
"dynamaxcrystaleri1084","1370","★Eri1084","dynamax-crystals","false","dynamaxcrystaleri1084"
"dynamaxcrystaleri472","1371","★Eri472","dynamax-crystals","false","dynamaxcrystaleri472"
"dynamaxcrystaleri1666","1372","★Eri1666","dynamax-crystals","false","dynamaxcrystaleri1666"
"dynamaxcrystaleri897","1373","★Eri897","dynamax-crystals","false","dynamaxcrystaleri897"
"dynamaxcrystaleri1231","1374","★Eri1231","dynamax-crystals","false","dynamaxcrystaleri1231"
"dynamaxcrystaleri874","1375","★Eri874","dynamax-crystals","false","dynamaxcrystaleri874"
"dynamaxcrystaleri1298","1376","★Eri1298","dynamax-crystals","false","dynamaxcrystaleri1298"
"dynamaxcrystaleri1325","1377","★Eri1325","dynamax-crystals","false","dynamaxcrystaleri1325"
"dynamaxcrystaleri984","1378","★Eri984","dynamax-crystals","false","dynamaxcrystaleri984"
"dynamaxcrystaleri1464","1379","★Eri1464","dynamax-crystals","false","dynamaxcrystaleri1464"
"dynamaxcrystaleri1393","1380","★Eri1393","dynamax-crystals","false","dynamaxcrystaleri1393"
"dynamaxcrystaleri850","1381","★Eri850","dynamax-crystals","false","dynamaxcrystaleri850"
"dynamaxcrystaltau1409","1382","★Tau1409","dynamax-crystals","false","dynamaxcrystaltau1409"
"dynamaxcrystaltau1457","1383","★Tau1457","dynamax-crystals","false","dynamaxcrystaltau1457"
"dynamaxcrystaltau1165","1384","★Tau1165","dynamax-crystals","false","dynamaxcrystaltau1165"
"dynamaxcrystaltau1791","1385","★Tau1791","dynamax-crystals","false","dynamaxcrystaltau1791"
"dynamaxcrystaltau1910","1386","★Tau1910","dynamax-crystals","false","dynamaxcrystaltau1910"
"dynamaxcrystaltau1346","1387","★Tau1346","dynamax-crystals","false","dynamaxcrystaltau1346"
"dynamaxcrystaltau1373","1388","★Tau1373","dynamax-crystals","false","dynamaxcrystaltau1373"
"dynamaxcrystaltau1412","1389","★Tau1412","dynamax-crystals","false","dynamaxcrystaltau1412"
"dynamaxcrystalcma2491","1390","★CMa2491","dynamax-crystals","false","dynamaxcrystalcma2491"
"dynamaxcrystalcma2693","1391","★CMa2693","dynamax-crystals","false","dynamaxcrystalcma2693"
"dynamaxcrystalcma2294","1392","★CMa2294","dynamax-crystals","false","dynamaxcrystalcma2294"
"dynamaxcrystalcma2827","1393","★CMa2827","dynamax-crystals","false","dynamaxcrystalcma2827"
"dynamaxcrystalcma2282","1394","★CMa2282","dynamax-crystals","false","dynamaxcrystalcma2282"
"dynamaxcrystalcma2618","1395","★CMa2618","dynamax-crystals","false","dynamaxcrystalcma2618"
"dynamaxcrystalcma2657","1396","★CMa2657","dynamax-crystals","false","dynamaxcrystalcma2657"
"dynamaxcrystalcma2646","1397","★CMa2646","dynamax-crystals","false","dynamaxcrystalcma2646"
"dynamaxcrystaluma4905","1398","★UMa4905","dynamax-crystals","false","dynamaxcrystaluma4905"
"dynamaxcrystaluma4301","1399","★UMa4301","dynamax-crystals","false","dynamaxcrystaluma4301"
"dynamaxcrystaluma5191","1400","★UMa5191","dynamax-crystals","false","dynamaxcrystaluma5191"
"dynamaxcrystaluma5054","1401","★UMa5054","dynamax-crystals","false","dynamaxcrystaluma5054"
"dynamaxcrystaluma4295","1402","★UMa4295","dynamax-crystals","false","dynamaxcrystaluma4295"
"dynamaxcrystaluma4660","1403","★UMa4660","dynamax-crystals","false","dynamaxcrystaluma4660"
"dynamaxcrystaluma4554","1404","★UMa4554","dynamax-crystals","false","dynamaxcrystaluma4554"
"dynamaxcrystaluma4069","1405","★UMa4069","dynamax-crystals","false","dynamaxcrystaluma4069"
"dynamaxcrystaluma3569","1406","★UMa3569","dynamax-crystals","false","dynamaxcrystaluma3569"
"dynamaxcrystaluma3323","1407","★UMa3323","dynamax-crystals","false","dynamaxcrystaluma3323"
